Ticker,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume
PAYX,56250000000.0,0.0252,0.1435,0.4425,0.3506,1.39,1.39,0.21,0.21,0.7203,0.4183,0.31989999999999996,Mar 26/b,156.16,-0.0001,453816.0
PBA,21800000000.0,0.0541,0.056100000000000004,0.1155,0.0621,0.64,0.52,0.69,0.75,0.3861,0.3335,0.2236,May 08/a,37.53,0.0104,222632.0
PBR,43680000000.0,0.1241,0.040999999999999995,0.1125,0.0694,0.72,0.47,0.77,0.94,0.4637,0.3057,0.0956,May 12/a,11.74,-0.006,11637674.0
PBR-A,29160000000.0,0.12380000000000001,0.040999999999999995,0.1125,0.0694,0.72,0.47,0.77,0.94,0.4637,0.3057,0.0956,May 12/a,11.02,-0.0043,3133440.0
PCAR,49070000000.0,0.0381,0.0836,0.19899999999999998,0.10310000000000001,2.2,1.82,0.87,0.87,0.18289999999999998,0.1434,0.1073,Apr 29/b,93.47,-0.0091,874759.0
PCOR,10120000000.0,,-0.0669,-0.10779999999999999,-0.1027,1.19,1.19,0.05,0.06,0.7985,-0.127,-0.1073,May 01/a,67.88,0.003,296705.0
PDD,164840000000.0,,0.2641,0.4506,0.3602,2.21,2.21,0.01,0.03,0.6091,0.2752,0.2854,May 27/b,118.41,-0.0116,4045836.0
PEG,39340000000.0,0.0321,0.0339,0.114,0.0495,0.82,0.65,1.26,1.44,0.2348,0.2348,0.1691,Apr 30/b,78.84,0.019,989139.0
PEP,177130000000.0,0.0433,0.0929,0.5006,0.16210000000000002,0.83,0.65,2.14,2.64,0.5497,0.15439999999999998,0.1024,Apr 24/b,129.19,-0.0072,4829966.0
PFE,132740000000.00002,0.073,0.036699999999999997,0.0862,0.053200000000000004,1.26,0.96,0.64,0.69,0.6693000000000001,0.2753,0.1259,Apr 29/b,23.35,0.013300000000000001,16791541.0
PFG,17330000000.0,0.0397,0.0037,0.09699999999999999,0.0699,0.42,,0.39,0.39,,0.0819,0.0689,Apr 24/a,77.3,-0.0006,322627.0
PFGC,13240000000.0,,0.024700000000000003,0.09050000000000001,0.032,1.61,0.73,1.7,1.77,0.10550000000000001,0.0148,0.0060999999999999995,May 07/b,84.82,0.0134,513774.0
PG,388920000000.0,0.0242,0.1278,0.3029,0.19870000000000002,0.71,0.5,0.46,0.65,0.514,0.2339,0.1812,Apr 24/b,165.88,0.0052,2687642.0
PGR,162950000000.0,0.013999999999999999,0.0891,0.34340000000000004,0.24309999999999998,0.79,,0.24,0.24,,0.1438,0.111,May 06/b,277.96,0.003,658173.0
PHG,21040000000.0,0.042300000000000004,-0.0288,-0.0707,-0.0375,1.28,0.79,0.6,0.65,0.4313,0.0713,-0.038900000000000004,May 06/b,22.74,-0.014199999999999999,549447.0
PHM,19630000000.0,0.0086,0.174,0.2552,0.2101,4.97,0.45,0.14,0.18,0.28550000000000003,0.2096,0.16449999999999998,Apr 22/b,97.95,-0.0064,584641.0
PHYS,11950000000.0,,,,,,,,,,,,-,25.67,0.0213,2701989.0
PINS,21010000000.0,,0.42369999999999997,0.4841,0.3923,8.41,8.41,0.03,0.03,0.7957,0.0528,0.5041,May 08/a,31.05,-0.0222,4364046.0
PLD,99120000000.0,0.0388,0.0395,0.0701,0.044500000000000005,,,0.57,0.62,0.4432,0.40840000000000004,0.44520000000000004,Apr 16/b,104.28,-0.0077,1350261.0
PLTR,294950000000.0,,0.0989,0.1241,0.1015,6.49,6.49,0.04,0.05,0.8001,0.13019999999999998,0.1832,May 05/a,124.99,0.022000000000000002,42413730.0
PM,277310000000.0,0.0311,0.1162,,0.2717,0.79,0.43,,,0.6308,0.368,0.1984,Apr 23/b,178.16,0.0167,2121444.0
PNC,68120000000.00001,0.038,0.010700000000000001,0.1115,0.0564,0.14,,0.78,1.1,,0.1998,0.16920000000000002,Apr 15/b,172.21,-0.0045000000000000005,596418.0
PNR,15920000000.0,0.0102,0.096,0.1859,0.1164,1.89,1.22,0.53,0.54,0.39740000000000003,0.2274,0.15869999999999998,Apr 22/b,96.79,-0.0088,514249.0
PNW,10800000000.0,0.0401,0.0226,0.0908,0.0344,0.43,0.27,1.53,1.8,0.2207,0.1764,0.1128,May 01/b,90.49,0.0067,164636.0
PPC,11750000000.0,0.0424,0.1165,0.3653,0.1852,1.35,0.88,1.08,1.1,0.13720000000000002,0.10640000000000001,0.0672,Apr 30/a,49.56,0.0074,342356.0
PPG,24960000000.0,0.0253,0.0639,0.18469999999999998,0.1061,1.35,0.99,0.87,1.13,0.3871,0.13470000000000001,0.08199999999999999,Apr 29/a,109.95,-0.0113,439172.0
PPL,25600000000.0,0.031400000000000004,0.024399999999999998,0.07,0.032799999999999996,0.81,0.68,1.11,1.21,0.2656,0.21960000000000002,0.11449999999999999,Apr 30/b,34.62,0.0070999999999999995,2149097.0
PR,10150000000.0,0.0478,0.0729,0.1435,0.0889,0.86,0.86,0.41,0.44,0.3861,0.35090000000000005,0.2284,May 07/a,12.69,-0.0123,3071931.0
PRMB,12000000000.0,0.0126,-0.009300000000000001,-0.028300000000000002,-0.0095,1.07,0.87,1.66,1.71,0.3996,0.1026,-0.021099999999999997,May 08/b,31.87,0.0195,2640935.0
PRU,36140000000.0,0.0529,0.0031,0.08039999999999999,0.0446,2.47,,0.7,1.0,,0.0454,0.037599999999999995,Apr 30/a,102.08,-0.0023,846578.0
PSTG,18120000000.0,,0.027999999999999997,0.08289999999999999,0.0739,1.55,1.52,0.11,0.22,0.6984,0.0319,0.0337,May 28/a,55.4,-0.0116,1651787.0
PSX,46060000000.0,0.04190000000000001,0.024900000000000002,0.06480000000000001,0.040999999999999995,1.23,0.88,0.65,0.69,0.025699999999999997,0.0026,0.0134,Apr 25/b,113.06,0.0007000000000000001,996718.0
PWR,49610000000.0,0.0012,0.0537,0.1348,0.07730000000000001,1.31,1.26,0.61,0.64,0.1329,0.057300000000000004,0.0374,May 01/b,334.77,0.011899999999999999,531136.0
PYPL,67989999999.99999,,0.0552,0.222,0.1408,1.3,1.3,0.59,0.66,0.41240000000000004,0.18530000000000002,0.1429,Apr 29/b,69.91,-0.0216,4073666.0
QCOM,160250000000.0,0.0245,0.203,0.42210000000000003,0.26940000000000003,2.73,2.08,0.48,0.53,0.5568,0.2763,0.2611,Apr 30/a,145.95,-0.0097,4524118.0
QSR,22900000000.0,0.0356,0.039599999999999996,0.3129,0.051,0.96,0.9,4.98,5.11,0.4635,0.2728,0.1082,May 08/b,69.89,0.0066,698445.0
RBA,19970000000.0,0.0108,0.035,0.0774,0.038599999999999995,1.31,1.21,0.86,0.93,0.35810000000000003,0.1789,0.0874,May 07/a,107.81,-0.0067,585676.0
RBLX,56210000000.0,,-0.1278,-4.603,-0.4434,0.85,0.85,5.39,5.81,0.2754,-0.2648,-0.22940000000000002,May 01/b,82.87,0.013000000000000001,2569352.0
RBRK,17980000000.0,,-1.0057,,,1.04,1.03,,,0.7001999999999999,-1.2792000000000001,-1.3026,Jun 05/a,92.96,0.0203,1025960.0
RCI,14030000000.0,0.0554,0.0248,0.16649999999999998,0.0332,1.0,0.94,4.18,4.64,0.2432,0.2432,0.08529999999999999,Apr 23/b,26.08,0.0013,248562.0
RCL,65400000000.00001,0.011000000000000001,0.0894,0.4955,0.12210000000000001,0.18,0.15,2.34,2.53,0.38770000000000004,0.25989999999999996,0.1938,Apr 29/b,240.82,0.0102,683713.0
RDDT,18760000000.0,,0.0525,0.057699999999999994,0.052300000000000006,12.46,12.46,0.01,0.01,0.8973,0.0225,0.08070000000000001,May 01/a,101.69,0.034300000000000004,4111589.0
RDY,11930000000.0,0.0067,0.1281,0.18359999999999999,0.1671,1.92,1.37,0.02,0.14,0.5888,0.2073,0.1732,May 09/a,14.32,0.0032,357744.0
REG,12990000000.0,0.0398,0.0317,0.0583,0.0331,,,0.74,0.79,0.434,0.35960000000000003,0.26239999999999997,Apr 29/a,71.14,0.0008,463289.0
REGN,63810000000.0,0.0048,0.1251,0.15960000000000002,0.1402,4.93,4.03,0.09,0.09,0.8228,0.2811,0.3194,Apr 29/b,591.01,-0.0098,332530.0
RF,19140000000.0,0.0482,0.0128,0.1133,0.0802,0.19,,0.28,0.32,,0.2709,0.20309999999999997,Apr 17/b,21.3,-0.0034999999999999996,2951546.0
RIO,77270000000.0,0.0602,0.1114,0.20929999999999999,0.16760000000000003,1.63,1.13,0.24,0.25,0.2635,0.2635,0.21530000000000002,Feb 19/a,61.63,0.0083,3219863.0
RIVN,18120000000.0,,-0.2462,-0.5382,-0.3468,3.73,2.8,0.78,0.78,-0.151,-0.7711,-0.7683,May 06/a,15.81,-0.0066,13375758.0
RJF,29450000000.0,0.012,0.026600000000000002,0.1884,0.1394,,,0.28,0.34,0.8542000000000001,0.1894,0.13970000000000002,Apr 23/a,145.96,-0.0034999999999999996,232193.0
RKLB,11670000000.0,,-0.16949999999999998,-0.45380000000000004,-0.22940000000000002,2.08,1.72,1.09,1.14,0.24350000000000002,-0.44189999999999996,-0.4432,May 08/a,25.3,-0.020099999999999996,9970707.0
RKT,25470000000.0,0.0377,0.0001,0.0045000000000000005,0.0002,,,19.73,25.35,0.9765,0.131,0.0006,May 08/a,12.73,0.0131,3112795.0
RL,16980000000.0,0.0128,0.10890000000000001,0.2949,0.1611,1.78,1.33,0.78,1.03,0.6531999999999999,0.13849999999999998,0.10490000000000001,May 22/b,274.76,-0.0096,502476.0
RMD,35700000000.0,0.0091,0.1826,0.2581,0.2069,3.41,2.49,0.14,0.15,0.5787,0.321,0.2615,Apr 23/a,243.51,-0.008100000000000001,228835.0
ROK,34500000000.0,0.0169,0.0808,0.2586,0.1427,1.05,0.72,0.84,1.19,0.3908,0.1702,0.1133,May 07/b,306.08,-0.0007000000000000001,205588.0
ROKU,10060000000.0,,-0.0254,-0.0434,-0.0351,2.86,2.74,0.2,0.23,0.43229999999999996,-0.0404,-0.024900000000000002,May 01/a,68.61,-0.0166,1047768.0
ROL,27630000000.0,0.0118,0.1702,0.37829999999999997,0.2231,0.85,0.78,0.58,0.67,0.4938,0.19269999999999998,0.1378,Apr 23/a,57.02,0.0048,535555.0
ROST,45010000000.0,0.011899999999999999,0.1446,0.3957,0.2217,1.55,0.95,0.68,0.9,0.2778,0.12240000000000001,0.09789999999999999,May 22/a,136.87,-0.10099999999999999,13397655.0
RPRX,18290000000.0,0.0281,0.06480000000000001,0.16570000000000001,0.0821,1.56,1.56,0.99,1.14,,0.8391,0.4824,May 08/b,32.53,0.006999999999999999,979258.0
RSG,79060000000.0,0.009300000000000001,0.0646,0.18539999999999998,0.0843,0.66,0.64,1.12,1.16,0.3077,0.2034,0.1288,Apr 24/a,252.99,0.0079,352831.0
RTO,12000000000.0,0.0248,0.0286,0.07440000000000001,0.0444,0.81,0.72,0.67,0.97,0.127,0.127,0.056299999999999996,Mar 06/b,23.88,0.0231,315863.0
RTX,178000000000.0,0.0197,0.028300000000000002,0.0754,0.0454,1.01,0.75,0.65,0.7,0.1953,0.08810000000000001,0.056299999999999996,Apr 22/b,133.24,-0.0062,2068691.0
RVTY,10500000000.0,0.003,0.023,0.0382,0.0282,3.58,2.99,0.44,0.44,0.5261,0.1532,0.1118,Apr 28/b,89.06,-0.015700000000000002,366028.0
RY,181610000000.0,0.0336,0.0086,0.1439,0.094,0.62,,0.46,2.43,,0.1528,0.1281,May 29/b,128.57,0.016200000000000003,403128.0
RYAAY,29590000000.0,0.0175,0.0947,0.2241,0.1858,0.74,0.74,0.26,0.38,0.1775,0.11470000000000001,0.11789999999999999,May 19/b,55.7,0.0092,850303.0
RYAN,18080000000.0,0.0058,0.006,0.09230000000000001,0.0116,,,7.02,7.13,,0.2205,0.0189,May 01/a,68.89,0.0025,191308.0
SAN,119660000000.0,0.0355,0.0072,0.1325,0.024399999999999998,2.04,,4.27,4.27,,0.1458,0.0984,Apr 30/b,7.91,-0.0044,2088567.0
SAP,345090000000.0,0.0091,0.0766,0.1281,0.1085,1.17,1.17,0.15,0.22,0.736,0.261,0.1629,Apr 22/a,295.81,-0.0134,915372.0
SBAC,24650000000.0,0.019299999999999998,0.07980000000000001,,0.122,,,,,0.675,0.5796,0.3037,Apr 28/a,229.45,0.0052,142565.0
SBS,14050000000.0,0.025,0.1285,0.2857,0.16620000000000001,1.09,1.08,0.65,0.72,0.5351,0.4472,0.2703,May 12/a,20.56,0.0022,619522.0
SBUX,96280000000.0,0.028900000000000002,0.1026,,0.2134,0.64,0.45,,,0.188,0.11869999999999999,0.0862,Apr 29/a,84.72,0.0089,2966800.0
SCCO,74100000000.0,0.0336,0.1961,0.4193,0.2116,3.71,3.22,0.77,0.83,0.5045000000000001,0.4935,0.3,Apr 25/b,92.15,0.0192,506770.0
SCHW,158970000000.0,0.0124,0.0139,0.1412,0.0864,,,0.41,0.81,0.7757,0.4089,0.2299,Apr 17/b,87.49,0.0021,2009687.0
SCI,10910000000.0,0.0318,0.031200000000000002,0.3271,0.083,0.51,0.46,2.87,2.92,0.26280000000000003,0.22899999999999998,0.1258,Apr 30/a,76.63,0.0005,433940.0
SE,90250000000.0,,0.0405,0.11130000000000001,0.0754,1.51,1.49,0.29,0.46,0.44,0.048799999999999996,0.048600000000000004,May 13/b,165.14,0.0277,2324195.0
SFM,16120000000.000002,,0.12390000000000001,0.3574,0.1566,0.95,0.51,1.21,1.33,0.3679,0.0737,0.0553,Apr 30/a,164.68,0.018000000000000002,391250.0
SGI,13360000000.0,0.009399999999999999,0.0345,0.17920000000000003,0.029900000000000003,0.84,0.44,2.35,2.53,0.44270000000000004,0.1322,0.051399999999999994,May 08/b,64.06,-0.0019,824378.0
SHEL,196810000000.0,0.042800000000000005,0.0342,0.07400000000000001,0.0554,1.32,1.08,0.36,0.43,0.1696,0.1222,0.0479,May 02/b,66.0,0.0008,1592589.0
SHOP,133370000000.0,0.008100000000000001,0.13140000000000002,0.16149999999999998,0.1431,3.71,3.71,0.02,0.1,0.4987,0.1553,0.17170000000000002,May 08/b,102.8,-0.004699999999999999,3042812.0
SHW,88380000000.0,0.0088,0.1115,0.7021999999999999,0.1981,0.77,0.45,2.28,3.1,0.48719999999999997,0.16649999999999998,0.11630000000000001,Apr 29/b,352.68,-0.0007000000000000001,395356.0
SJM,11930000000.0,0.0383,-0.013300000000000001,-0.0355,-0.0192,0.6,0.27,0.94,1.16,0.3618,0.1837,-0.0292,Jun 10/b,112.12,0.0012,292719.0
SLB,45680000000.0,0.0339,0.08650000000000001,0.2082,0.13949999999999999,1.24,0.93,0.54,0.72,0.2026,0.1721,0.1161,Apr 25/b,33.58,-0.0049,5568076.0
SMCI,23750000000.0,,0.1231,0.21030000000000001,0.1348,6.66,3.95,0.4,0.42,0.1153,0.0636,0.056100000000000004,May 06/a,39.79,-0.0369,26268923.0
SMFG,97430000000.0,0.030899999999999997,0.0039000000000000003,0.07919999999999999,0.0286,2.24,,1.75,4.18,,0.1716,0.12359999999999999,May 14/a,15.09,0.01,956585.0
SMMT,19160000000.0,,-0.8589,-1.2393,-0.6933,10.63,10.63,0.01,0.02,,,,May 01/a,25.97,0.0078000000000000005,945468.0
SN,13340000000.0,,0.11779999999999999,0.2475,0.1537,1.97,1.17,0.43,0.46,0.47729999999999995,0.11560000000000001,0.0786,May 08/b,95.01,-0.0037,679814.0
SNAP,13870000000.0,,-0.0722,-0.2397,-0.0824,4.3,4.3,1.8,1.82,0.514,-0.11720000000000001,-0.09630000000000001,Apr 29/a,8.3,-0.015600000000000001,9563279.0
SNOW,67069999999.99999,,-0.18100000000000002,-0.40159999999999996,-0.27649999999999997,1.54,1.75,1.1,1.12,0.6516,-0.377,-0.3643,May 21/a,201.02,-0.010700000000000001,9413886.0
SNPS,77350000000.0,,0.11019999999999999,0.16269999999999998,0.2138,2.68,2.51,0.06,0.07,0.7670999999999999,0.2192,0.3478,May 28/a,500.28,-0.0064,247614.0
SNY,127230000000.0,0.044800000000000006,0.0429,0.07339999999999999,0.0639,1.08,0.73,0.17,0.23,0.6349,0.2314,0.1354,Apr 24/b,52.22,-0.005600000000000001,808522.0
SO,98180000000.0,0.0331,0.032,0.1401,0.047,0.86,0.64,1.9,2.07,0.316,0.259,0.1654,May 01/b,89.33,0.005600000000000001,1425859.0
SOFI,14500000000.0,,0.013999999999999999,0.0751,0.0481,,,0.47,0.47,0.5760000000000001,0.09449999999999999,0.1213,Apr 29/b,13.12,-0.0053,30027877.0
SOLV,12220000000.0,,0.0259,0.1063,0.0341,1.19,0.85,2.4,2.53,0.5545,0.1067,0.0455,May 08/a,70.65,-0.0277,628608.0
SONY,153880000000.0,0.0063,0.0325,0.1432,0.10949999999999999,0.7,0.57,0.25,0.51,0.34850000000000003,0.10880000000000001,0.0883,May 14/b,25.54,0.0083,2702525.0
SPG,59340000000.0,0.054000000000000006,0.0632,0.7322,0.08839999999999999,,,8.65,9.7,0.6092,0.5146999999999999,0.37060000000000004,May 12/a,157.33,-0.0039000000000000003,380690.0
SPGI,156780000000.0,0.0075,0.06570000000000001,0.1168,0.0873,0.9,0.9,0.36,0.36,0.6135,0.4103,0.2727,Apr 29/b,511.18,-0.0003,536802.0
SPOT,131590000000.0,,0.1066,0.24280000000000002,0.1732,1.48,1.48,0.07,0.34,0.30920000000000003,0.1051,0.0719,Apr 29/b,655.36,0.0292,1105626.0
SRE,50600000000.0,0.0332,0.0315,0.09759999999999999,0.045,0.57,0.51,1.05,1.19,0.2773,0.2238,0.2214,May 08/b,77.58,0.0108,972440.0
SSNC,19620000000.0,0.0123,0.0432,0.1234,0.0591,1.11,1.11,1.03,1.04,0.48710000000000003,0.23629999999999998,0.1369,Apr 24/a,79.54,0.008100000000000001,375581.0
STLA,28580000000.0,0.0579,0.027000000000000003,0.0677,0.0535,1.09,0.81,0.31,0.46,0.1307,0.0346,0.0349,Apr 30/b,9.98,-0.0362,10513377.0
STLD,19100000000.0,0.0155,0.0756,0.1308,0.0929,2.74,1.38,0.43,0.48,0.13119999999999998,0.0852,0.068,Apr 22/a,128.68,-0.009300000000000001,888163.0
STM,21710000000.0,0.0137,0.0441,0.0633,0.056100000000000004,3.05,2.24,0.11,0.16,0.37479999999999997,0.0783,0.0894,Apr 24/b,24.51,-0.026600000000000002,4096531.0
STT,27440000000.0,0.0325,0.008100000000000001,0.1121,0.051699999999999996,3.8,,0.93,1.51,,0.17010000000000003,0.1249,Apr 17/b,96.21,-0.0016,457026.0
STX,23670000000.0,0.0254,0.20379999999999998,,0.3461,1.36,0.75,,,0.3379,0.19260000000000002,0.17489999999999997,Apr 29/a,111.54,0.024700000000000003,3096593.0
STZ,32930000000.0,0.0225,-0.0034000000000000002,-0.0098,-0.0049,0.92,0.56,1.43,1.76,0.5096,0.3552,-0.008,Apr 09/a,184.96,0.0011,595272.0
SU,44230000000.0,0.0462,0.0684,0.1374,0.10890000000000001,1.39,0.84,0.29,0.33,0.3895,0.1787,0.12050000000000001,May 06/a,35.75,0.0109,1873875.0
SUZ,11580000000.0,0.035,-0.0076,-0.027200000000000002,-0.0092,2.61,1.95,2.44,2.53,0.3946,0.31670000000000004,-0.0241,May 08/a,9.35,-0.0059,676484.0
SW,22830000000.0,0.0382,0.0175,0.0425,0.0166,1.43,0.93,0.72,0.8,0.1959,0.064,0.019799999999999998,May 01/b,43.88,-0.013500000000000002,835890.0
SWK,10180000000.0,0.04769999999999999,0.0154,0.0403,0.0263,1.1,0.36,0.54,0.76,0.3006,0.0864,0.023399999999999997,Apr 30/b,65.8,-0.008100000000000001,1050567.0
SWKS,10510000000.0,0.0404,0.0509,0.067,0.057800000000000004,4.95,3.84,0.2,0.2,0.41159999999999997,0.1578,0.1043,May 07/a,70.0,-0.0051,1683780.0
SYF,21630000000.0,0.02,0.024399999999999998,0.18600000000000003,0.0875,,,0.99,1.03,0.7927,0.2373,0.147,Apr 22/b,56.82,-0.011200000000000002,1120231.0
SYK,144650000000.0,0.0085,0.0669,0.1426,0.08,1.64,1.0,0.71,0.83,0.6173,0.22190000000000001,0.1231,May 01/a,378.49,0.0006,773468.0
SYM,17300000000.0,,-0.004,-0.0352,-0.030899999999999997,1.01,0.91,0.12,0.14,0.16870000000000002,-0.029900000000000003,-0.0034000000000000002,May 07/a,29.34,-0.0031,672378.0
SYY,34690000000.0,0.0287,0.0748,0.9490999999999999,0.1259,1.26,0.76,6.89,7.6,0.18230000000000002,0.042300000000000004,0.0236,Apr 29/b,71.56,-0.0059,1295463.0
T,197520000000.0,0.0405,0.0298,0.11380000000000001,0.0493,0.59,0.54,1.3,1.38,0.4304,0.1997,0.0955,Apr 23/b,27.45,0.008100000000000001,14666879.0
TAK,45710000000.0,0.0472,0.0073,0.015,0.0097,1.01,0.52,0.57,0.65,0.5176,0.11699999999999999,0.0235,May 08/a,14.52,0.008,691973.0
TAP,10960000000.0,0.0345,0.0398,0.079,0.0533,0.89,0.59,0.48,0.49,0.3689,0.1474,0.09140000000000001,May 08/b,54.19,-0.0022,1026895.0
TCOM,40640000000.0,0.0031,0.0718,0.1249,0.10300000000000001,1.46,1.46,0.14,0.29,0.8106,0.2613,0.3086,May 19/a,62.21,0.018799999999999997,1942590.0
TD,118910000000.0,0.0446,0.0084,0.1427,0.087,0.6,,0.5,2.07,,0.1545,0.12990000000000002,May 22/b,67.89,0.013999999999999999,1183872.0
TEAM,54370000000.0,,-0.0785,-0.3433,-0.16820000000000002,1.25,1.25,0.87,0.9,0.8183,-0.0322,-0.0866,May 01/a,206.53,-0.0088,1052947.0
TECK,18100000000.0,0.0102,0.0066,0.0132,0.0097,3.36,2.57,0.36,0.38,0.2054,0.16879999999999998,0.0279,Apr 24/b,36.35,0.024700000000000003,1331204.0
TEL,46920000000.0,0.0172,0.059800000000000006,0.1133,0.0906,1.51,1.08,0.27,0.46,0.3496,0.1924,0.0867,Apr 23/b,158.22,-0.0043,618021.0
TEM,10590000000.0,,-0.7047,,-0.6141,1.71,1.56,2.6,2.63,0.5542,-0.8717,-0.8979,May 06/a,61.2,0.0329,7014559.0
TER,12370000000.0,0.006500000000000001,0.16219999999999998,0.2155,0.2026,2.7,1.61,0.02,0.02,0.5913,0.2101,0.19870000000000002,Apr 28/a,77.12,-0.0175,825028.0
TEVA,19350000000.0,,-0.0317,-0.1898,-0.0565,1.03,0.74,2.64,2.71,0.4901,0.204,-0.0776,May 07/b,16.89,-0.0032,3355209.0
TFC,51460000000.0,0.0536,0.0001,0.001,0.0463,0.48,,0.52,0.88,,-0.0134,0.1881,Apr 17/b,39.29,-0.0049,2838657.0
TGT,43020000000.0,0.047,0.07519999999999999,0.2908,0.1274,0.94,0.25,1.2,1.27,0.257,0.054900000000000004,0.0395,May 21/b,94.69,-0.0039000000000000003,4340640.0
THC,15200000000.0,,0.05,0.3812,0.0843,1.78,1.7,3.13,3.15,0.1487,0.1487,0.0709,Apr 29/b,163.66,0.0144,560372.0
TJX,141640000000.0,0.0132,0.157,0.6036,0.2427,1.16,0.51,1.34,1.54,0.3043,0.1092,0.08470000000000001,May 21/b,126.86,-0.021,4248973.0
TKO,31300000000.0,0.0102,0.0124,0.04190000000000001,0.024,1.13,1.12,0.72,0.74,0.52,0.2523,0.0499,May 08/a,158.16,0.0124,623654.0
TLN,11100000000.0,,0.0867,0.2932,0.1369,1.62,1.2,2.52,2.54,0.635,0.3906,0.1778,May 08/b,243.97,0.022400000000000003,216389.0
TME,12190000000.0,0.0063,0.1074,0.1437,0.12380000000000001,1.83,1.83,0.05,0.08,0.431,0.2695,0.3275,May 13/b,17.42,0.0288,3917525.0
TMO,148590000000.0,0.0042,0.0664,0.1373,0.08070000000000001,1.77,1.38,0.64,0.69,0.4056,0.1814,0.1519,Apr 23/b,393.61,-0.0172,1327221.0
TMUS,275270000000.0,0.0144,0.056600000000000004,0.1935,0.0704,1.16,1.08,1.77,1.98,0.4844,0.226,0.1441,Apr 24/a,242.44,0.0067,1900921.0
TOL,10340000000.0,0.009300000000000001,0.10060000000000001,0.1809,0.1284,4.01,0.24,0.35,0.35,0.26649999999999996,0.1685,0.1295,May 20/a,103.96,-0.0017000000000000001,817327.0
TOST,24710000000.0,,0.0689,0.1106,0.09380000000000001,2.42,2.29,0.01,0.01,0.2459,0.0245,0.0304,May 08/a,42.71,0.0007000000000000001,2111969.0
TPG,17410000000.0,0.039,0.0002,0.0024,0.0006,,,2.51,2.55,0.9639,0.0282,0.0005,May 07/b,47.1,0.0024,807579.0
TPR,16030000000.000002,0.018000000000000002,0.0817,0.40270000000000006,0.17190000000000003,1.76,1.22,2.35,2.75,0.7117,0.20370000000000002,0.125,May 08/b,77.17,-0.023,1598345.0
TRGP,34780000000.0,0.025,0.0548,0.4637,0.0664,0.65,0.57,6.34,6.61,0.2066,0.1839,0.0708,May 01/b,160.34,0.0078000000000000005,640831.0
TRMB,16860000000.0,,0.16620000000000001,0.31,0.2223,0.84,0.72,0.26,0.26,0.6325999999999999,0.1465,0.424,May 07/b,70.68,-0.0016,356483.0
TROW,20560000000.0,0.054299999999999994,0.1463,0.19469999999999998,0.18,,,0.05,0.05,0.807,0.3379,0.2764,May 02/b,93.31,-0.012199999999999999,440487.0
TRP,52250000000.0,0.048799999999999996,0.037000000000000005,0.1589,0.0529,0.7,0.63,2.09,2.24,0.47369999999999995,0.4155,0.2827,May 01/b,50.27,0.0154,489603.0
TRU,16329999999.999998,0.005600000000000001,0.0334,0.0868,0.0387,2.05,2.05,1.16,1.18,0.4704,0.2034,0.0863,Apr 24/b,83.69,-0.009300000000000001,952938.0
TRV,61360000000.0,0.0161,0.035,0.1605,0.1173,0.33,,0.28,0.28,,0.1206,0.0902,Apr 16/b,270.8,-0.001,325964.0
TS,17730000000.0,0.050300000000000004,0.0857,0.1045,0.10460000000000001,4.08,2.53,0.01,0.03,0.3332,0.1913,0.1505,Apr 30/a,32.54,0.0048,474346.0
TSCO,26470000000.0,0.018500000000000003,0.10859999999999999,0.4962,0.1425,1.41,0.17,2.39,2.57,0.3322,0.09720000000000001,0.0724,Apr 24/b,49.92,0.0051,1705910.0
TSLA,1102450000000.0,,0.054299999999999994,0.0916,0.07519999999999999,2.0,1.54,0.13,0.18,0.1766,0.07400000000000001,0.0665,Apr 22/a,342.74,0.005,61344076.0
TSM,997230000000.0,0.0144,0.20370000000000002,0.3211,0.2398,2.39,2.18,0.22,0.24,0.5602,0.4719,0.4168,Apr 17/a,192.3,-0.019799999999999998,6099386.0
TSN,19240000000.0,0.0359,0.0248,0.0501,0.0344,1.67,0.69,0.44,0.49,0.0684,0.0316,0.017,May 05/b,55.09,-0.006999999999999999,1195266.0
TT,94750000000.0,0.0087,0.1401,0.3845,0.2398,1.09,0.74,0.52,0.64,0.3593,0.1815,0.13470000000000001,Apr 30/b,424.86,0.0014000000000000002,307790.0
TTD,36460000000.0,,0.0795,0.16879999999999998,0.1383,1.81,1.81,0.1,0.12,0.8011,0.17629999999999998,0.1604,May 08/a,74.18,-0.002,2598934.0
TTE,128620000000.0,0.0634,0.0484,0.1175,0.0848,1.07,0.86,0.39,0.5,0.12560000000000002,0.12560000000000002,0.0725,Apr 30/b,57.92,-0.0040999999999999995,784621.0
TTWO,40010000000.0,,-0.41859999999999997,-1.1476,-0.8898,0.78,0.78,1.35,1.92,0.5108,-0.1175,-0.795,May 15/a,225.48,-0.0023,899078.0
TU,24350000000.0,0.0739,0.0206,0.0751,0.0302,0.64,0.59,1.6,1.93,0.153,0.153,0.0584,May 09/b,16.08,0.005600000000000001,795024.0
TW,34490000000.0,0.0033,0.0709,0.09140000000000001,0.0876,4.81,4.81,0.01,0.01,0.8723000000000001,0.4225,0.2865,Apr 30/b,145.89,0.0125,323948.0
