Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
TXN,Texas Instruments Inc,Technology,Semiconductors,USA,160220000000.0,33.41,176.36,-0.021400000000000002,3823979.0
TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,12590000000.0,29.27,189.84,0.0059,241481.0
TXT,Textron Inc,Industrials,Aerospace & Defense,USA,13180000000.0,16.52,72.99,-0.0067,271722.0
UAL,United Airlines Holdings Inc,Industrials,Airlines,USA,24370000000.0,6.8,74.62,-0.0181,2403682.0
UBER,Uber Technologies Inc,Technology,Software - Application,USA,184340000000.0,15.37,88.15,0.0017000000000000001,10057755.0
UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland,97690000000.0,21.19,31.85,-0.0085,1116880.0
UDR,UDR Inc,Real Estate,REIT - Residential,USA,13050000000.0,110.24,39.4,-0.0175,1110775.0
UL,Unilever plc ADR,Consumer Defensive,Household & Personal Products,United Kingdom,159150000000.0,25.71,63.69,0.006,786930.0
UMC,United Micro Electronics ADR,Technology,Semiconductors,Taiwan,19690000000.0,14.4,7.84,-0.0285,5350365.0
UNH,Unitedhealth Group Inc,Healthcare,Healthcare Plans,USA,266600000000.00003,12.29,293.89,-0.009399999999999999,11382437.0
UNM,Unum Group,Financial,Insurance - Life,USA,13930000000.0,9.42,79.89,0.0032,305432.0
UNP,Union Pacific Corp,Industrials,Railroads,USA,133100000000.0,20.07,222.77,-0.0004,1044636.0
UPS,"United Parcel Service, Inc",Industrials,Integrated Freight & Logistics,USA,81010000000.0,13.95,95.67,-0.013500000000000002,1385869.0
USB,U.S. Bancorp,Financial,Banks - Regional,USA,66940000000.0,10.64,42.96,-0.0036,2515569.0
USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution,USA,17670000000.0,35.1,76.39,0.0067,746019.0
V,Visa Inc,Financial,Credit Services,USA,688420000000.0,36.11,355.01,-0.0083,2364076.0
VALE,Vale S.A. ADR,Basic Materials,Other Industrial Metals & Mining,Brazil,40960000000.0,7.07,9.6,0.0016,18914276.0
VEEV,Veeva Systems Inc,Healthcare,Health Information Services,USA,38020000000.0,53.89,233.33,-0.009300000000000001,376976.0
VG,Venture Global Inc,Energy,Oil & Gas Midstream,USA,27790000000.0,,11.49,0.0461,3096147.0
VICI,VICI Properties Inc,Real Estate,REIT - Diversified,USA,33159999999.999996,12.52,31.39,0.0059,2103378.0
VIK,Viking Holdings Ltd,Consumer Cyclical,Travel Services,Bermuda,19430000000.0,35.64,43.9,0.0169,1241730.0
VLO,Valero Energy Corp,Energy,Oil & Gas Refining & Marketing,USA,40290000000.0,45.35,128.64,-0.0006,1013946.0
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,USA,24970000000.0,28.81,100.75,-0.0023,320497.0
VMC,Vulcan Materials Co,Basic Materials,Building Materials,USA,35630000000.0,38.24,269.73,-0.0072,317542.0
VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,United Kingdom,25900000000.0,,10.45,-0.0089,19959517.0
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,USA,39940000000.0,60.76,104.81,0.0058,2394364.0
VRTX,"Vertex Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,111750000000.0,,435.16,0.0026,509172.0
VST,Vistra Corp,Utilities,Utilities - Independent Power Producers,USA,54000000000.0,24.96,159.13,0.0285,4064201.0
VTR,Ventas Inc,Real Estate,REIT - Healthcare Facilities,USA,86710000000.0,193.56,64.05,0.0063,591238.0
VZ,Verizon Communications Inc,Communication Services,Telecom Services,USA,182920000000.0,10.31,43.38,0.0059,5867884.0
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,USA,34240000000.000004,31.36,200.08,-0.0005,188958.0
WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,22260000000.0,,9.0,-0.0026,14566534.0
WCN,Waste Connections Inc,Industrials,Waste Management,Canada,50790000000.0,80.93,196.58,0.0086,356774.0
WDAY,Workday Inc,Technology,Software - Application,USA,64489999999.99999,133.17,240.96,-0.1143,7028479.0
WDC,Western Digital Corp,Technology,Computer Hardware,USA,17520000000.0,9.55,50.22,0.0076,2017356.0
WDS,Woodside Energy Group Ltd ADR,Energy,Oil & Gas E&P,Australia,26430000000.0,7.47,13.94,0.0124,195410.0
WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,33950000000.000004,20.76,106.38,0.0084,697551.0
WELL,Welltower Inc,Real Estate,REIT - Healthcare Facilities,USA,97490000000.0,160.71,149.08,0.0148,1086334.0
WES,Western Midstream Partners LP,Energy,Oil & Gas Midstream,USA,14890000000.0,11.68,39.04,0.0092,481395.0
WFC,Wells Fargo & Co,Financial,Banks - Diversified,USA,237620000000.0,13.12,73.02,-0.005,3907559.0
WIT,Wipro Ltd. ADR,Technology,Information Technology Services,India,29980000000.0,22.07,2.87,0.0053,2025913.0
WM,"Waste Management, Inc",Industrials,Waste Management,USA,95280000000.0,35.71,236.78,0.0148,671458.0
WMB,Williams Cos Inc,Energy,Oil & Gas Midstream,USA,71870000000.0,31.58,58.87,0.019299999999999998,2869707.0
WMG,Warner Music Group Corp,Communication Services,Entertainment,USA,13710000000.0,30.56,26.29,0.0086,504016.0
WMT,Walmart Inc,Consumer Defensive,Discount Stores,USA,769720000000.0,41.22,96.2,0.0029,6804245.0
WPC,W. P. Carey Inc,Real Estate,REIT - Diversified,USA,13340000000.0,31.41,60.9,0.0113,531460.0
WPM,Wheaton Precious Metals Corp,Basic Materials,Gold,Canada,39470000000.0,63.84,86.99,0.0287,797526.0
WRB,W.R. Berkley Corp,Financial,Insurance - Property & Casualty,USA,27730000000.0,16.95,73.11,0.0127,504269.0
WSM,"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail,USA,19580000000.0,18.04,159.3,-0.0068000000000000005,967207.0
WTRG,Essential Utilities Inc,Utilities,Utilities - Regulated Water,USA,10830000000.0,17.33,38.63,0.0018,385634.0
WY,Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,18260000000.0,50.24,25.18,-0.0028000000000000004,1055497.0
X,United States Steel Corp,Basic Materials,Steel,USA,10580000000.0,158.6,46.72,0.0892,9578549.0
XEL,"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,40020000000.0,20.46,69.39,0.0026,1261581.0
XOM,Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,443850000000.0,13.63,102.99,0.0002,5299493.0
XPEV,XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,15550000000.0,,20.04,-0.0226,5918325.0
XPO,XPO Inc,Industrials,Trucking,USA,13890000000.0,36.27,117.89,-0.0075,436717.0
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,USA,30280000000.0,33.47,124.43,-0.0067,369054.0
XYZ,Block Inc,Technology,Software - Infrastructure,USA,36190000000.0,14.31,58.84,0.0084,4598072.0
YMM,Full Truck Alliance Co Ltd ADR,Technology,Software - Application,China,10440000000.0,22.34,11.11,-0.0027,4731476.0
YPF,YPF ADR,Energy,Oil & Gas Integrated,Argentina,14350000000.0,8.47,36.49,0.0104,403760.0
YUM,Yum Brands Inc,Consumer Cyclical,Restaurants,USA,40530000000.0,29.07,145.82,0.0022,338543.0
YUMC,Yum China Holdings Inc,Consumer Cyclical,Restaurants,China,15990000000.0,17.94,42.82,0.0070999999999999995,1654630.0
Z,Zillow Group Inc,Communication Services,Internet Content & Information,USA,15900000000.0,,66.01,0.015,1009235.0
ZBH,Zimmer Biomet Holdings Inc,Healthcare,Medical Devices,USA,18220000000.0,20.41,92.11,0.0048,694737.0
ZM,Zoom Communications Inc,Technology,Software - Application,USA,24630000000.0,24.27,80.73,-0.0163,1651706.0
ZS,Zscaler Inc,Technology,Software - Infrastructure,USA,39500000000.0,,255.26,0.0097,1182211.0
ZTO,ZTO Express (Cayman) Inc ADR,Industrials,Integrated Freight & Logistics,China,10100000000.0,10.83,17.01,0.0059,1114493.0
ZTS,Zoetis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,72060000000.0,29.07,161.86,-0.0007000000000000001,1214584.0
